timestamp,price,MA_50,MA_200,RSI_14
2026-05-26 00:00:00,77258.39912360838,,,
2026-05-27 00:00:00,75851.10409561773,,,
2026-05-28 00:00:00,74339.61694703094,,,
2026-05-29 00:00:00,73651.64255141478,,,
2026-05-30 00:00:00,73500.91507629369,,,
2026-05-31 00:00:00,73820.30385315015,,,
2026-06-01 00:00:00,73598.6681238158,,,
2026-06-02 00:00:00,71320.29306465392,,,
2026-06-03 00:00:00,66727.26415497709,,,
2026-06-04 00:00:00,64046.61064609333,,,
2026-06-05 00:00:00,63810.65923840883,,,
2026-06-06 00:00:00,60960.10140035313,,,
2026-06-07 00:00:00,60855.25426528331,,,
2026-06-08 00:00:00,63273.537430635515,,,14.068052525557206
2026-06-09 00:00:00,63069.147792658114,,,13.92183216702685
2026-06-10 00:00:00,61669.76384194788,,,13.927435181725798
2026-06-11 00:00:00,61480.144432833426,,,14.93154816873701
2026-06-12 00:00:00,63555.66181107698,,,24.404733872915827
2026-06-13 00:00:00,63532.27782485316,,,24.563334609657304
2026-06-14 00:00:00,64408.80975375945,,,26.64891866261732
2026-06-15 00:00:00,65709.31094599118,,,31.42021555503625
2026-06-16 00:00:00,66292.50117921834,,,37.131876675274235
2026-06-17 00:00:00,65619.28080038042,,,46.4524169300217
2026-06-18 00:00:00,64444.545329668814,,,51.41010451300809
2026-06-19 00:00:00,62897.23855524796,,,47.03847696346231
2026-06-20 00:00:00,63489.81094752525,,,59.60881531419844
2026-06-21 00:00:00,64253.39869532133,,,62.292321832796745
2026-06-22 00:00:00,63255.48525259375,,,49.92721984086713
2026-06-23 00:00:00,63937.28526422244,,,53.370291390645214
2026-06-24 00:00:00,62662.29201921944,,66443.04414726183,53.89078014048162
2026-06-25 00:00:00,60989.57352152134,,65900.74996052559,48.27724451247377
2026-06-26 00:00:00,59726.73653480851,,65363.27104183194,35.739881136234246
2026-06-27 00:00:00,60022.32566638378,,64886.027999143706,37.18761519962072
2026-06-28 00:00:00,59953.443344011124,,64429.421358896914,32.717536818629114
2026-06-29 00:00:00,59494.606386317784,,63962.54440256439,24.208956429548508
2026-06-30 00:00:00,60152.35872063589,,63506.94623148058,24.675116455935225
2026-07-01 00:00:00,58566.091991843154,,63005.86036041482,22.946834435231963
2026-07-02 00:00:00,59967.685041718134,,62627.44009298363,33.12230053856072
2026-07-03 00:00:00,61490.21448471664,,62452.871770641614,44.68561095185198
2026-07-04 00:00:00,62553.61289177051,,62403.10517883085,46.58538675649384
2026-07-05 00:00:00,63088.406753852214,,62379.0300960123,45.67878263404187
2026-07-06 00:00:00,63586.102141021256,,62466.56345403458,51.27359351809806
2026-07-07 00:00:00,64001.23542391328,,62571.42949265557,50.25151443764217
2026-07-08 00:00:00,63335.30929080668,,62573.48855466128,52.78015495448232
2026-07-09 00:00:00,62247.1304822092,,62546.08797764631,55.45842474210513
2026-07-10 00:00:00,63192.8789720319,,62596.85848198245,65.47063954110715
2026-07-11 00:00:00,64110.97482196822,,62684.552828286935,67.28840410478554
2026-07-12 00:00:00,63791.35305345348,,62692.40920303282,65.89121486448973
2026-07-13 00:00:00,63746.65595793199,,62699.55514080212,68.23125181905702
2026-07-14 00:00:00,62278.96301585648,64591.73965829252,62628.56024953868,58.52594415183892
2026-07-15 00:00:00,64983.51907427709,64346.24205730589,62604.36718714821,73.61143255039056
2026-07-16 00:00:00,64717.168891130066,64123.563353216145,62551.8561108786,69.06746649860773
2026-07-17 00:00:00,63792.28742743447,63912.61676282422,62490.956331780406,59.707841995522934
2026-07-18 00:00:00,63904.954014943025,63717.682992094786,62472.96995462289,56.19538064151138
2026-07-19 00:00:00,64795.70382303786,63543.57876702966,62536.25213021587,57.5799058791738
2026-07-20 00:00:00,64670.40117470696,63360.5807134608,62575.6051377886,54.97859848937756
2026-07-21 00:00:00,65184.92144270268,63192.305779838534,62606.655896034645,55.38578260120151
2026-07-22 00:00:00,66520.98164575922,63096.31955146065,62715.50577580683,63.661716153298606
2026-07-23 00:00:00,66077.05646514206,63083.315397663944,62786.83148250415,67.38525506083855
2026-07-24 00:00:00,65033.02206215462,63103.04362598517,62865.855817268646,58.2791213636154
2026-07-25 00:00:00,64099.00415642356,63108.81052434547,62969.50350509873,49.9462189628772
2026-07-26 00:00:00,64316.36420628235,63175.935780464046,63122.49109414786,52.38061109437398
2026-07-27 00:00:00,65310.39342889224,63265.03856373622,63298.760019564805,56.52854996213191
2026-07-28 00:00:00,63673.70583727069,63273.041931868924,63422.768769340124,55.741978440322505
2026-07-29 00:00:00,63957.0445311038,63290.79986663784,63571.51670749966,44.721912053706035
2026-07-30 00:00:00,63934.10397135411,63336.086669225966,63697.5748825236,45.87013493466982
2026-07-31 00:00:00,64776.94132457678,63402.022607060826,63904.60319361472,55.238373093465924
2026-08-01 00:00:00,62896.51265124351,63388.839623864165,64002.230780598904,45.48441536486611
2026-08-02 00:00:00,62802.63461583794,63374.24675968386,64045.97811830293,40.38962358490558
2026-08-03 00:00:00,63466.47029088457,63355.39997042636,64076.40669827341,44.4813778707711
2026-08-04 00:00:00,63472.83055254542,63310.670362557445,64089.22082489651,41.76858311162079
2026-08-05 00:00:00,64039.40942040227,63265.60852738112,64104.331067542545,37.11574679803718
2026-08-06 00:00:00,64574.31265301755,63244.70916443387,64123.43364184603,42.27081485117766
2026-08-07 00:00:00,64289.46264979674,63241.607510836424,64155.23875381236,45.85162025544517
2026-08-08 00:00:00,64872.60073274102,63281.11475438628,64242.75442883009,54.491822298506854
2026-08-09 00:00:00,64916.00547973986,63309.63864503058,64300.19197908702,53.553551484305856
2026-08-10 00:00:00,64860.52128247015,63321.78109677356,64325.17686110375,47.000318803803374
2026-08-11 00:00:00,63915.71213556821,63334.98563443305,64329.32216384091,51.77768365200762
2026-08-12 00:00:00,63537.55988964766,63326.99112694155,64322.3522948981,46.96096140255584
2026-08-13 00:00:00,63408.625697113624,63341.91780049943,64360.00771760668,46.25065164570068
2026-08-14 00:00:00,63417.394499802336,63390.47422006504,64307.80356512418,38.98889557952361
2026-08-15 00:00:00,62996.3976329567,63455.86744202802,64250.44452318507,51.05942917270628
2026-08-16 00:00:00,63017.0734035797,63515.762396771934,64224.60405572325,52.31031861373518
2026-08-17 00:00:00,62852.86351172356,63573.75080012619,64189.534372282586,42.59155614203424
2026-08-18 00:00:00,64455.380294477756,63672.96627828939,64178.190254663925,58.56264015106544
2026-08-19 00:00:00,64664.42993991489,63763.20770267496,64177.99121350419,55.80885575982676
2026-08-20 00:00:00,69418.43799253453,63980.254622688786,64319.10843183192,75.23245198726482
2026-08-21 00:00:00,73097.54507565373,64242.851823367506,64538.3272128284,83.89482497317954
2026-08-22 00:00:00,78424.6246326062,64581.540026325296,64949.912818410536,88.20227038471685
2026-08-23 00:00:00,77081.02299000922,64872.088228290064,65351.51284933902,81.95032258131522
2026-08-23 02:42:50,77160.88033913638,65153.53769999575,65786.90872209612,82.26447746770414
